[21094, 'chrM', '0', '620', 'Pol2_peaks.bed']
[7417, 'chr14', '71107000', '71112599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15537, 'chr3', '71111800', '71116199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1802, 'chr12', '71112800', '71113999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14382, 'chr3', '71113075', '71113262', 'Pol2_peaks.bed']
[16597, 'chr2', '71113600', '71117399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12626, 'chr6', '71120400', '71125999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17824, 'chr6', '71122636', '71123001', 'Pol2_peaks.bed']
[17825, 'chr6', '71123196', '71123301', 'Pol2_peaks.bed']
[16598, 'chr2', '71125800', '71129599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[366, 'chrX', '71129800', '71132399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2683, 'chr10', '71135557', '71135690', 'Pol2_peaks.bed']
[2684, 'chr10', '71139358', '71139475', 'Pol2_peaks.bed']
[6746, 'chr15', '71144600', '71147999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7115, 'chr15', '71145698', '71145927', 'Pol2_peaks.bed']
[16255, 'chr5', '71146708', '71146989', 'Pol2_peaks.bed']
[2949, 'chr11', '71157400', '71161599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3886, 'chr11', '71159308', '71159444', 'Pol2_peaks.bed']
[5243, 'chr17', '71159600', '71163799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2950, 'chr11', '71162600', '71165999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16599, 'chr2', '71166000', '71166799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2685, 'chr10', '71168747', '71168881', 'Pol2_peaks.bed']
[18549, 'chr1', '71171800', '71173199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[925, 'chr1', '71171958', '71172375', 'Pol2_peaks.bed']
[926, 'chr1', '71172418', '71172550', 'Pol2_peaks.bed']
[16600, 'chr2', '71175400', '71176199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6396, 'chr14', '71175767', '71175891', 'Pol2_peaks.bed']
[6397, 'chr14', '71176066', '71176159', 'Pol2_peaks.bed']
[21384, 'chrX', '71177871', '71178142', 'Pol2_peaks.bed']
[15538, 'chr3', '71178800', '71181199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6747, 'chr15', '71183000', '71186199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7116, 'chr15', '71184652', '71184866', 'Pol2_peaks.bed']
[6156, 'chr16', '71186600', '71187999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8018, 'chr16', '71187324', '71187417', 'Pol2_peaks.bed']
[8019, 'chr16', '71187454', '71187627', 'Pol2_peaks.bed']
[5244, 'chr17', '71187600', '71190399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9169, 'chr17', '71188800', '71188949', 'Pol2_peaks.bed']
[16601, 'chr2', '71191800', '71192799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11257, 'chr7', '71196800', '71199399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16602, 'chr2', '71203400', '71206999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3745, 'chr10', '71210600', '71212599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11258, 'chr7', '71216800', '71217799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16603, 'chr2', '71220000', '71223399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5245, 'chr17', '71226400', '71229799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16604, 'chr2', '71227800', '71228599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9170, 'chr17', '71228329', '71228422', 'Pol2_peaks.bed']
[367, 'chrX', '71237800', '71239199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6157, 'chr16', '71264000', '71265199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21385, 'chrX', '71272446', '71272584', 'Pol2_peaks.bed']
[7418, 'chr14', '71274400', '71281599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[368, 'chrX', '71274600', '71275199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[12627, 'chr6', '71276000', '71277399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17826, 'chr6', '71276483', '71276758', 'Pol2_peaks.bed']
[6398, 'chr14', '71276646', '71276840', 'Pol2_peaks.bed']
[7419, 'chr14', '71286400', '71290599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16605, 'chr2', '71294000', '71297999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11632, 'chr2', '71295432', '71295837', 'Pol2_peaks.bed']
[5246, 'chr17', '71305400', '71309999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20984, 'chr8', '71312000', '71319399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1803, 'chr12', '71313200', '71315199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19846, 'chr8', '71314460', '71314612', 'Pol2_peaks.bed']
[19961, 'chr9', '71318200', '71323199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6158, 'chr16', '71321800', '71324399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8020, 'chr16', '71323002', '71323433', 'Pol2_peaks.bed']
[3746, 'chr10', '71327400', '71339799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15539, 'chr3', '71348400', '71351399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[369, 'chrX', '71350600', '71352599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15540, 'chr3', '71352000', '71356199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14383, 'chr3', '71355073', '71355198', 'Pol2_peaks.bed']
[16606, 'chr2', '71356200', '71358999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11633, 'chr2', '71357032', '71357422', 'Pol2_peaks.bed']
[11634, 'chr2', '71357712', '71357944', 'Pol2_peaks.bed']
[7420, 'chr14', '71373400', '71377599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6399, 'chr14', '71374302', '71374498', 'Pol2_peaks.bed']
[6400, 'chr14', '71375325', '71375496', 'Pol2_peaks.bed']
[12628, 'chr6', '71376600', '71379199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[17827, 'chr6', '71377220', '71377383', 'Pol2_peaks.bed']
[17828, 'chr6', '71377663', '71377756', 'Pol2_peaks.bed']
[17829, 'chr6', '71377847', '71377940', 'Pol2_peaks.bed']
[3747, 'chr10', '71388800', '71391199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6159, 'chr16', '71391400', '71392999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8021, 'chr16', '71392569', '71392693', 'Pol2_peaks.bed']
[19962, 'chr9', '71393000', '71398799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20508, 'chr9', '71394601', '71394926', 'Pol2_peaks.bed']
[370, 'chrX', '71400600', '71402999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21386, 'chrX', '71401067', '71401163', 'Pol2_peaks.bed']
[21387, 'chrX', '71401243', '71401445', 'Pol2_peaks.bed']
[13416, 'chr5', '71402000', '71406799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16256, 'chr5', '71402800', '71402970', 'Pol2_peaks.bed']
[16257, 'chr5', '71403134', '71403367', 'Pol2_peaks.bed']
[6748, 'chr15', '71406400', '71409399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6160, 'chr16', '71446000', '71447399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16607, 'chr2', '71452000', '71454999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11635, 'chr2', '71454068', '71454289', 'Pol2_peaks.bed']
[8022, 'chr16', '71456039', '71456139', 'Pol2_peaks.bed']
[371, 'chrX', '71457600', '71459399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21388, 'chrX', '71458731', '71458842', 'Pol2_peaks.bed']
[21389, 'chrX', '71458950', '71459151', 'Pol2_peaks.bed']
[6161, 'chr16', '71459400', '71461199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8023, 'chr16', '71460250', '71460403', 'Pol2_peaks.bed']
[372, 'chrX', '71474400', '71475599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[21390, 'chrX', '71474726', '71474819', 'Pol2_peaks.bed']
[20509, 'chr9', '71486977', '71487258', 'Pol2_peaks.bed']
[373, 'chrX', '71493800', '71497399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6162, 'chr16', '71493800', '71497599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8024, 'chr16', '71495881', '71496260', 'Pol2_peaks.bed']
[21391, 'chrX', '71496800', '71497166', 'Pol2_peaks.bed']
[2951, 'chr11', '71497200', '71499199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3887, 'chr11', '71498509', '71498697', 'Pol2_peaks.bed']
[16608, 'chr2', '71503200', '71507399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16258, 'chr5', '71506365', '71506458', 'Pol2_peaks.bed']
[1804, 'chr12', '71511600', '71511999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18550, 'chr1', '71512200', '71515799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6163, 'chr16', '71517400', '71519799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8025, 'chr16', '71518144', '71518607', 'Pol2_peaks.bed']
[20985, 'chr8', '71518400', '71521599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19847, 'chr8', '71520521', '71520635', 'Pol2_peaks.bed']
[19848, 'chr8', '71520759', '71520899', 'Pol2_peaks.bed']
[374, 'chrX', '71524200', '71529799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3888, 'chr11', '71524805', '71524942', 'Pol2_peaks.bed']
[18551, 'chr1', '71544400', '71547599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[927, 'chr1', '71546578', '71546796', 'Pol2_peaks.bed']
[928, 'chr1', '71547024', '71547129', 'Pol2_peaks.bed']
[14516, 'chr4', '71552600', '71556599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15368, 'chr4', '71553775', '71553942', 'Pol2_peaks.bed']
[15369, 'chr4', '71554038', '71554365', 'Pol2_peaks.bed']
[16609, 'chr2', '71558200', '71561799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11636, 'chr2', '71558832', '71559329', 'Pol2_peaks.bed']
[6164, 'chr16', '71559000', '71561199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3748, 'chr10', '71559600', '71564199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8026, 'chr16', '71560001', '71560585', 'Pol2_peaks.bed']
[20510, 'chr9', '71562131', '71562320', 'Pol2_peaks.bed']
[9171, 'chr17', '71563038', '71563141', 'Pol2_peaks.bed']
[20511, 'chr9', '71565840', '71565947', 'Pol2_peaks.bed']
[14517, 'chr4', '71569200', '71572799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15370, 'chr4', '71570389', '71570523', 'Pol2_peaks.bed']
[20986, 'chr8', '71580200', '71581999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19849, 'chr8', '71581221', '71581477', 'Pol2_peaks.bed']
[16259, 'chr5', '71597416', '71597509', 'Pol2_peaks.bed']
[6165, 'chr16', '71597800', '71599799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8027, 'chr16', '71598869', '71599110', 'Pol2_peaks.bed']
[13417, 'chr5', '71603000', '71605199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16260, 'chr5', '71603960', '71604277', 'Pol2_peaks.bed']
[5247, 'chr17', '71609000', '71610399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13418, 'chr5', '71613800', '71617799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16261, 'chr5', '71615780', '71616116', 'Pol2_peaks.bed']
[16262, 'chr5', '71616166', '71616330', 'Pol2_peaks.bed']
[7117, 'chr15', '71629713', '71629811', 'Pol2_peaks.bed']
[15541, 'chr3', '71629800', '71634799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14384, 'chr3', '71632794', '71632932', 'Pol2_peaks.bed']
[2952, 'chr11', '71638200', '71641799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5248, 'chr17', '71638200', '71642599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3889, 'chr11', '71639375', '71639511', 'Pol2_peaks.bed']
[3890, 'chr11', '71640046', '71640241', 'Pol2_peaks.bed']
[16610, 'chr2', '71644200', '71646399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[11637, 'chr2', '71644576', '71644701', 'Pol2_peaks.bed']
[6166, 'chr16', '71644800', '71645799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19963, 'chr9', '71650400', '71652199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20512, 'chr9', '71650625', '71650841', 'Pol2_peaks.bed']
[6167, 'chr16', '71658400', '71662999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8028, 'chr16', '71660018', '71660159', 'Pol2_peaks.bed']
[8029, 'chr16', '71660694', '71660900', 'Pol2_peaks.bed']
[2686, 'chr10', '71661560', '71661663', 'Pol2_peaks.bed']
[12629, 'chr6', '71664600', '71668399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20513, 'chr9', '71671407', '71671500', 'Pol2_peaks.bed']
[16611, 'chr2', '71679600', '71683599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16612, 'chr2', '71692200', '71695199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[14518, 'chr4', '71702000', '71706599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19964, 'chr9', '71704400', '71705999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15371, 'chr4', '71704529', '71704672', 'Pol2_peaks.bed']
[15372, 'chr4', '71705494', '71705703', 'Pol2_peaks.bed']
[19850, 'chr8', '71717324', '71717625', 'Pol2_peaks.bed']
[20514, 'chr9', '71720093', '71720271', 'Pol2_peaks.bed']
[19965, 'chr9', '71734800', '71738599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20515, 'chr9', '71735495', '71735806', 'Pol2_peaks.bed']
[20516, 'chr9', '71736017', '71736122', 'Pol2_peaks.bed']
[20517, 'chr9', '71736750', '71736902', 'Pol2_peaks.bed']
[2953, 'chr11', '71748600', '71753999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3891, 'chr11', '71751744', '71751854', 'Pol2_peaks.bed']
[3892, 'chr11', '71752143', '71752253', 'Pol2_peaks.bed']
[6168, 'chr16', '71755800', '71758399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8030, 'chr16', '71757043', '71757139', 'Pol2_peaks.bed']
[14519, 'chr4', '71766600', '71769599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15373, 'chr4', '71768016', '71768224', 'Pol2_peaks.bed']
[15542, 'chr3', '71772200', '71775799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[7421, 'chr14', '71786200', '71790799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6401, 'chr14', '71787126', '71787349', 'Pol2_peaks.bed']
[19966, 'chr9', '71787800', '71791399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20518, 'chr9', '71789188', '71789295', 'Pol2_peaks.bed']
[2954, 'chr11', '71789600', '71793599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[375, 'chrX', '71791000', '71793999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3893, 'chr11', '71791344', '71791617', 'Pol2_peaks.bed']
[6402, 'chr14', '71791689', '71791826', 'Pol2_peaks.bed']
[3894, 'chr11', '71791869', '71792128', 'Pol2_peaks.bed']
[11259, 'chr7', '71798800', '71803399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15543, 'chr3', '71801800', '71805399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[18824, 'chr7', '71802522', '71802615', 'Pol2_peaks.bed']
[14385, 'chr3', '71803527', '71803635', 'Pol2_peaks.bed']
[3749, 'chr10', '71811800', '71815199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2955, 'chr11', '71812200', '71815799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2687, 'chr10', '71812396', '71812489', 'Pol2_peaks.bed']
[2688, 'chr10', '71812930', '71813112', 'Pol2_peaks.bed']
[3895, 'chr11', '71814165', '71814361', 'Pol2_peaks.bed']
[9546, 'chr18', '71814200', '71818799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3896, 'chr11', '71814492', '71814729', 'Pol2_peaks.bed']
[9172, 'chr17', '71816790', '71817226', 'Pol2_peaks.bed']
[2956, 'chr11', '71821600', '71825399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3897, 'chr11', '71823101', '71823348', 'Pol2_peaks.bed']
[3898, 'chr11', '71823499', '71824091', 'Pol2_peaks.bed']
[1805, 'chr12', '71832200', '71835599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15544, 'chr3', '71833400', '71835799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6169, 'chr16', '71840600', '71843799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8031, 'chr16', '71842583', '71842812', 'Pol2_peaks.bed']
[8032, 'chr16', '71842849', '71843086', 'Pol2_peaks.bed']
[8033, 'chr16', '71843162', '71843334', 'Pol2_peaks.bed']
[13419, 'chr5', '71851800', '71853399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16263, 'chr5', '71852422', '71852517', 'Pol2_peaks.bed']
[16264, 'chr5', '71852617', '71852832', 'Pol2_peaks.bed']
[14520, 'chr4', '71858200', '71861399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[15374, 'chr4', '71859074', '71859247', 'Pol2_peaks.bed']
[15375, 'chr4', '71859344', '71859566', 'Pol2_peaks.bed']
[9547, 'chr18', '71863400', '71864399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6170, 'chr16', '71879400', '71882799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8034, 'chr16', '71879637', '71879859', 'Pol2_peaks.bed']
[8035, 'chr16', '71879901', '71880069', 'Pol2_peaks.bed']
[3750, 'chr10', '71891600', '71893799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2689, 'chr10', '71892323', '71892452', 'Pol2_peaks.bed']
[5249, 'chr17', '71897000', '71899599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2690, 'chr10', '71899049', '71899142', 'Pol2_peaks.bed']
[3751, 'chr10', '71904800', '71907599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2691, 'chr10', '71906295', '71906510', 'Pol2_peaks.bed']
[2692, 'chr10', '71906584', '71906806', 'Pol2_peaks.bed']
[6171, 'chr16', '71916400', '71919599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8036, 'chr16', '71917943', '71918096', 'Pol2_peaks.bed']
[14386, 'chr3', '71922292', '71922641', 'Pol2_peaks.bed']
[20519, 'chr9', '71923584', '71923779', 'Pol2_peaks.bed']
[14521, 'chr4', '71925400', '71926599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6172, 'chr16', '71927600', '71931999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3752, 'chr10', '71928400', '71931999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8037, 'chr16', '71929054', '71929277', 'Pol2_peaks.bed']
[8038, 'chr16', '71929381', '71929552', 'Pol2_peaks.bed']
[2693, 'chr10', '71930124', '71930314', 'Pol2_peaks.bed']
[2694, 'chr10', '71930433', '71930613', 'Pol2_peaks.bed']
[376, 'chrX', '71932800', '71934799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2957, 'chr11', '71933800', '71938199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[19967, 'chr9', '71938800', '71942399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[20520, 'chr9', '71939501', '71939627', 'Pol2_peaks.bed']
[20521, 'chr9', '71939672', '71939784', 'Pol2_peaks.bed']
[5250, 'chr17', '71948000', '71950599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2958, 'chr11', '71949000', '71958799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9548, 'chr18', '71957200', '71960799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[3753, 'chr10', '71991600', '71994199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2695, 'chr10', '71993088', '71993183', 'Pol2_peaks.bed']
[2696, 'chr10', '71993310', '71993574', 'Pol2_peaks.bed']
[12630, 'chr6', '71997800', '72001599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6173, 'chr16', '72042000', '72044199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8039, 'chr16', '72042310', '72042472', 'Pol2_peaks.bed']
[3754, 'chr10', '72042400', '72044599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8040, 'chr16', '72042625', '72042795', 'Pol2_peaks.bed']
[14522, 'chr4', '72051200', '72054399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[1806, 'chr12', '72055600', '72059999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5014, 'chr12', '72057501', '72057678', 'Pol2_peaks.bed']
[5015, 'chr12', '72057723', '72057904', 'Pol2_peaks.bed']
[5016, 'chr12', '72058025', '72058395', 'Pol2_peaks.bed']
[14387, 'chr3', '72078043', '72078148', 'Pol2_peaks.bed']
[1807, 'chr12', '72079200', '72081799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5017, 'chr12', '72079713', '72080172', 'Pol2_peaks.bed']
[7118, 'chr15', '72099719', '72099842', 'Pol2_peaks.bed']
[8041, 'chr16', '72106789', '72106980', 'Pol2_peaks.bed']
[13420, 'chr5', '72111200', '72115399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16265, 'chr5', '72112158', '72112336', 'Pol2_peaks.bed']
[16266, 'chr5', '72112450', '72112626', 'Pol2_peaks.bed']
[7422, 'chr14', '72113600', '72114599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[9549, 'chr18', '72123000', '72127399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[6174, 'chr16', '72126400', '72129999', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8042, 'chr16', '72127356', '72127535', 'Pol2_peaks.bed']
[12631, 'chr6', '72127600', '72131399', 'accepted_hits_noDupl-W200-G400.scoreisland']
[8043, 'chr16', '72127660', '72127986', 'Pol2_peaks.bed']
[17830, 'chr6', '72130394', '72130531', 'Pol2_peaks.bed']
[17831, 'chr6', '72130718', '72130818', 'Pol2_peaks.bed']
[3755, 'chr10', '72141000', '72142799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[2697, 'chr10', '72142281', '72142374', 'Pol2_peaks.bed']
[2959, 'chr11', '72143400', '72146199', 'accepted_hits_noDupl-W200-G400.scoreisland']
[13421, 'chr5', '72143600', '72147599', 'accepted_hits_noDupl-W200-G400.scoreisland']
[16267, 'chr5', '72143864', '72144211', 'Pol2_peaks.bed']
[3899, 'chr11', '72145507', '72145612', 'Pol2_peaks.bed']
[1808, 'chr12', '72148000', '72150799', 'accepted_hits_noDupl-W200-G400.scoreisland']
[5018, 'chr12', '72148395', '72148536', 'Pol2_peaks.bed']
[5019, 'chr12', '72148595', '72148758', 'Pol2_peaks.bed']
[15545, 'chr3', '72148600', '72150399', 'accepted_hits_noDupl-W200-G400.scoreisland']
